mileage,make,model,fuel,gear,offerType,price,hp,year
108369,Renault,Clio,Petrol,Manual,Used,4615,104.0,2015
228818,SEAT,Arona,Petrol,Automatic,Used,2574,104.0,2011
37240,Ford,Kuga,Diesel,Automatic,Used,12907,145.0,2020
23616,Volkswagen,Tiguan,Petrol,Manual,Used,19017,93.0,2021
64308,BMW,5 Series,Petrol,Manual,Used,13318,104.0,2017
47989,Audi,Q5,Petrol,Manual,New,25848,188.0,2021
212522,Volkswagen,Polo,Petrol,Manual,Used,2602,50.0,2011
38775,Skoda,Superb,Diesel,Manual,Used,8895,111.0,2017
92664,Peugeot,208,Petrol,Automatic,Used,6146,74.0,2015
152028,Hyundai,Kona,Diesel,Automatic,Used,3889,153.0,2014
115466,Opel,Corsa,Electric,Semi-automatic,Used,4360,75.0,2014
72732,Toyota,C-HR,Diesel,Manual,Used,8819,112.0,2016
95334,Hyundai,i30,Petrol,Manual,Used,7918,52.0,2018
188621,Toyota,C-HR,Petrol,Manual,Used,3116,164.0,2012
59263,Opel,Corsa,Diesel,Automatic,Used,5605,129.0,2017
22433,Audi,A3,Diesel,Automatic,Used,24318,136.0,2021
122703,Hyundai,i20,Diesel,Automatic,Used,4363,157.0,2011
500,Mercedes-Benz,A-Class,Petrol,Manual,Used,25841,58.0,2020
79346,Ford,Focus,Electric,Automatic,Used,9322,98.0,2017
121099,Volkswagen,Polo,Diesel,Semi-automatic,Used,6507,116.0,2014
11159,Peugeot,3008,Petrol,Manual,Used,10094,50.0,2019
49941,SEAT,Leon,Electric,Automatic,Demonstration,11962,52.0,2017
7723,BMW,3 Series,Petrol,Automatic,Used,18461,91.0,2019
180927,Mercedes-Benz,A-Class,Petrol,,Used,5044,54.0,2011
96133,Skoda,Superb,Petrol,Automatic,Used,5933,105.0,2011
24595,Skoda,Superb,Petrol,Automatic,Used,11636,151.0,2018
54797,Peugeot,508,Diesel,Automatic,Demonstration,6156,157.0,2014
149666,Audi,A3,Diesel,Manual,Used,7471,188.0,2013
41904,Hyundai,i30,Petrol,Manual,Used,7353,108.0,2015
61111,Opel,Astra,Petrol,Automatic,Used,8536,134.0,2018
207383,Peugeot,508,Diesel,Manual,Used,2710,105.0,2012
73570,Mercedes-Benz,A-Class,Electric,Manual,Used,25263,129.0,2021
41793,Volkswagen,Golf,Diesel,Manual,Used,10520,127.0,2015
160444,Volkswagen,Passat,Diesel,Manual,Used,4803,147.0,2012
130386,Ford,Focus,Electric,Automatic,Demonstration,5514,161.0,2011
500,Hyundai,i30,Electric,Automatic,Used,18161,152.0,2020
146029,Volkswagen,Passat,Petrol,Manual,Used,5075,174.0,2012
147990,Ford,Kuga,Diesel,Automatic,Used,5839,125.0,2015
80988,BMW,1 Series,Diesel,Manual,Used,11895,84.0,2018
64970,Hyundai,Tucson,Diesel,Manual,Used,7136,90.0,2016
159676,Renault,Kadjar,Petrol,Manual,Used,3202,102.0,2013
71470,Peugeot,3008,Diesel,Manual,Demonstration,4475,57.0,2012
33647,Renault,Clio,Petrol,Manual,Used,7636,84.0,2018
61164,SEAT,Ibiza,Diesel,Automatic,Used,8485,74.0,2016
167741,Peugeot,508,Petrol,Manual,Used,2939,120.0,2011
142901,Volkswagen,Golf,Diesel,Automatic,Used,6207,137.0,2012
70049,Toyota,Corolla,Petrol,Manual,Used,8234,50.0,2017
143885,Renault,Clio,Petrol,Automatic,Used,3372,92.0,2012
105784,Renault,Megane,Hybrid,Automatic,Used,6313,206.0,2015
168905,Ford,Kuga,Electric,Manual,Used,4944,134.0,2012
50227,Peugeot,208,Petrol,Automatic,Used,11187,148.0,2019
65048,Ford,Fiesta,Diesel,Automatic,Used,8578,96.0,2017
59061,Volkswagen,Tiguan,Electric,Manual,Used,13258,126.0,2019
193914,Toyota,Yaris,Electric,Automatic,Used,4135,119.0,2011
85539,Mercedes-Benz,C-Class,Electric,Automatic,Used,16443,88.0,2015
132921,BMW,5 Series,Petrol,Manual,Used,8698,85.0,2013
115667,SEAT,Arona,Diesel,Automatic,Used,5524,105.0,2017
500,Mercedes-Benz,E-Class,Petrol,Manual,Used,21707,50.0,2020
198165,Toyota,RAV4,Diesel,Automatic,Demonstration,4820,62.0,2013
500,Opel,Astra,Diesel,Automatic,New,12204,119.0,2019
62912,Volkswagen,Passat,,Semi-automatic,Used,8241,73.0,2017
500,Hyundai,i20,Petrol,Automatic,Used,15952,115.0,2020
241577,Skoda,Superb,Diesel,Automatic,Used,2450,50.0,2011
500,Audi,A3,Petrol,Manual,Used,27048,151.0,2021
87471,Renault,Kadjar,Petrol,Manual,Used,6429,203.0,2015
107024,Skoda,Fabia,Petrol,Automatic,New,7301,169.0,2014
138346,Volkswagen,Golf,Diesel,Manual,New,6027,158.0,2013
3505,Peugeot,308,Hybrid,Automatic,Used,18677,158.0,2021
25349,Ford,Focus,Diesel,Manual,Used,12798,126.0,2020
26478,Renault,Clio,Petrol,Manual,Used,5594,110.0,2012
107001,Toyota,RAV4,Petrol,Manual,Used,6237,68.0,2015
45623,SEAT,Leon,Diesel,Automatic,Used,10880,159.0,2019
111350,Renault,Megane,Petrol,Manual,Demonstration,5814,139.0,2017
180817,Audi,Q5,Diesel,Manual,Demonstration,7441,86.0,2013
113430,Mercedes-Benz,C-Class,Electric,Semi-automatic,Used,14156,132.0,2014
133568,Ford,Fiesta,Diesel,Automatic,Used,5493,93.0,2015
81445,Toyota,Yaris,Hybrid,Automatic,Used,9036,95.0,2014
41857,Skoda,Fabia,Petrol,Manual,Demonstration,16597,150.0,2021
114963,Ford,Fiesta,Diesel,Manual,Used,4132,126.0,2013
18536,Peugeot,208,Petrol,Automatic,Used,9692,117.0,2018
8504,Toyota,Yaris,Diesel,Manual,Used,15742,99.0,2021
94017,Toyota,C-HR,Hybrid,Manual,Used,12195,121.0,2019
51335,Audi,A3,Petrol,Automatic,Used,19909,50.0,2019
202377,Renault,Kadjar,Petrol,Manual,Used,2454,72.0,2012
123794,SEAT,Arona,Diesel,Automatic,Used,4598,64.0,2012
81675,Opel,Corsa,Hybrid,Manual,Used,6235,114.0,2019
22174,Ford,Fiesta,Petrol,Manual,Used,11024,162.0,2019
52887,BMW,1 Series,Petrol,Manual,Used,17309,134.0,2019
112584,Audi,Q5,Diesel,Automatic,Used,11128,101.0,2015
113152,Skoda,Octavia,Diesel,Automatic,New,9769,93.0,2016
173776,Toyota,C-HR,Petrol,Automatic,Used,3750,86.0,2011
94129,Toyota,C-HR,Petrol,Manual,Used,5798,198.0,2014
120811,Mercedes-Benz,C-Class,Petrol,Automatic,Used,12814,128.0,2016
210608,Renault,Clio,Petrol,Automatic,Used,2622,130.0,2012
129567,BMW,X3,Petrol,Automatic,Used,6074,50.0,2012
100767,Renault,Clio,Petrol,Automatic,Used,3454,67.0,2011
152476,Ford,Kuga,Petrol,Automatic,Used,4459,120.0,2013
3409,Opel,Astra,Diesel,Automatic,Used,14900,108.0,2021
55411,Renault,Captur,Electric,Manual,Used,8544,118.0,2018
34466,Opel,Astra,Diesel,Automatic,Used,12192,135.0,2021
119026,Peugeot,208,Petrol,Manual,Used,3528,134.0,2013
65590,Skoda,Octavia,Electric,Semi-automatic,Used,8930,50.0,2017
26496,Hyundai,i20,Petrol,,Used,9785,64.0,2020
171441,SEAT,Ateca,Diesel,Manual,Used,4151,104.0,2014
61052,Audi,A3,Petrol,Manual,Used,16338,83.0,2018
16751,Peugeot,508,Diesel,Automatic,Used,9534,113.0,2018
500,Ford,Kuga,Diesel,Manual,Used,14494,119.0,2020
19873,Skoda,Fabia,Petrol,Automatic,Used,15420,96.0,2021
35470,BMW,1 Series,Petrol,Automatic,Used,17996,135.0,2017
20319,BMW,X3,Diesel,Manual,Used,17197,135.0,2017
52244,Skoda,Superb,Hybrid,Automatic,Used,12409,132.0,2020
83957,Mercedes-Benz,C-Class,Petrol,Automatic,Used,20759,159.0,2018
107115,Hyundai,Tucson,Electric,Automatic,Used,7706,50.0,2014
85278,Toyota,RAV4,Petrol,Manual,Used,10137,85.0,2017
81584,Renault,Kadjar,Electric,Automatic,Used,8301,166.0,2017
156085,Renault,Megane,Petrol,Manual,Demonstration,3272,68.0,2013
111166,SEAT,Ateca,Hybrid,Automatic,Used,6537,80.0,2016
500,Volkswagen,Polo,Petrol,Automatic,Used,15299,120.0,2017
21583,Ford,Focus,Diesel,Manual,Used,12529,113.0,2020
93127,Opel,Astra,Diesel,Manual,Used,5289,87.0,2017
135634,Toyota,C-HR,Petrol,Automatic,Used,5427,204.0,2012
16267,Mercedes-Benz,A-Class,Diesel,Manual,Used,24846,128.0,2021
101274,Opel,Corsa,Electric,Manual,Used,5789,70.0,2017
122832,Ford,Kuga,Diesel,Manual,Used,4784,50.0,2014
97777,BMW,3 Series,Electric,Automatic,Used,19649,146.0,2019
144445,BMW,3 Series,Petrol,Manual,Used,8531,67.0,2015
100850,Ford,Kuga,Petrol,Manual,Used,4257,206.0,2015
23068,Volkswagen,Passat,Hybrid,Semi-automatic,Used,15159,133.0,2020
500,Volkswagen,Tiguan,Diesel,Automatic,Used,17817,154.0,2020
78572,Ford,Mondeo,Petrol,Automatic,Used,6199,136.0,2016
57636,Mercedes-Benz,E-Class,Diesel,Automatic,Used,12396,174.0,2015
37743,Skoda,Kodiaq,Petrol,Manual,Used,11985,50.0,2020
155350,Volkswagen,Polo,Petrol,Manual,Demonstration,5065,52.0,2012
69355,Audi,Q5,Diesel,Manual,Used,15962,160.0,2019
123883,Opel,Astra,Diesel,Manual,Used,5145,179.0,2017
29081,Hyundai,i20,Petrol,Manual,Used,10953,58.0,2020
184815,SEAT,Ibiza,Diesel,Automatic,Used,3298,50.0,2015
38136,Toyota,C-HR,Petrol,Manual,Used,15683,122.0,2020
119142,Ford,Focus,Diesel,Manual,New,5179,127.0,2011
25327,Opel,Mokka,Hybrid,Automatic,Used,10705,135.0,2019
151954,Opel,Insignia,Hybrid,Manual,Used,3145,102.0,2011
80724,Toyota,Yaris,Electric,Automatic,Used,10149,50.0,2018
101846,Hyundai,Kona,Petrol,Manual,Used,5222,90.0,2013
4571,Hyundai,i20,Diesel,Automatic,Used,16981,120.0,2021
39364,Peugeot,208,Petrol,Manual,Used,9249,88.0,2019
134316,Skoda,Superb,Petrol,Manual,Demonstration,4778,50.0,2012
58400,Skoda,Fabia,Hybrid,Automatic,Used,13472,155.0,2020
157446,Hyundai,i30,Diesel,Manual,Used,4285,146.0,2013
115830,Audi,A3,Diesel,Manual,Used,10537,75.0,2017
153414,Ford,Kuga,Hybrid,Manual,Used,3712,97.0,2011
192088,Toyota,Yaris,Petrol,Manual,Used,3575,84.0,2012
87260,Ford,Focus,Diesel,Manual,Used,5127,85.0,2013
41407,Mercedes-Benz,A-Class,Petrol,Automatic,Used,19450,147.0,2016
47517,Skoda,Fabia,Diesel,Automatic,Used,11715,148.0,2016
30322,Audi,A6,Petrol,Automatic,Used,24234,177.0,2020
192083,Toyota,Yaris,Diesel,Automatic,Used,4237,168.0,2012
23925,Toyota,RAV4,Diesel,Manual,New,16129,105.0,2019
148316,Audi,Q5,Diesel,Automatic,Used,8238,248.0,2011
112439,Skoda,Fabia,Diesel,Manual,Used,5396,178.0,2014
170049,Hyundai,i30,Petrol,Manual,Used,4432,76.0,2012
133283,Renault,Captur,Diesel,Automatic,Used,2843,127.0,2012
56330,Mercedes-Benz,A-Class,Petrol,Automatic,Used,20673,50.0,2017
500,SEAT,Ibiza,Petrol,Manual,Used,14818,115.0,2020
39990,SEAT,Ateca,Petrol,Semi-automatic,Used,8625,187.0,2018
71211,SEAT,Ibiza,Petrol,Automatic,Used,14697,254.0,2020
78182,Volkswagen,Passat,Diesel,Manual,Used,8137,106.0,2017
139105,Audi,Q5,Diesel,Automatic,Used,6787,135.0,2011
163265,Toyota,RAV4,Petrol,Automatic,Used,4470,150.0,2014
9518,Mercedes-Benz,GLC,Electric,Automatic,Used,36514,218.0,2020
214698,Audi,A4,Hybrid,Automatic,Used,5490,76.0,2011
199126,Audi,Q5,Hybrid,Manual,Used,7390,225.0,2012
31960,Mercedes-Benz,GLC,Petrol,Automatic,Used,31832,115.0,2020
112551,BMW,1 Series,Electric,Manual,Demonstration,9242,52.0,2011
95133,Ford,Kuga,Petrol,Automatic,Used,7143,116.0,2021
58555,Toyota,RAV4,Petrol,Automatic,Demonstration,14506,92.0,2019
48664,Volkswagen,Passat,Hybrid,Automatic,Used,12862,146.0,2018
123464,Audi,Q5,Petrol,Manual,Used,12439,50.0,2016
189581,Volkswagen,Tiguan,Diesel,Manual,Demonstration,3870,111.0,2011
150883,Skoda,Fabia,Diesel,Automatic,Used,5056,154.0,2015
21818,Audi,A3,Diesel,Manual,Used,19407,180.0,2019
41147,Peugeot,208,Diesel,Manual,Used,11004,145.0,2020
63495,SEAT,Ibiza,Petrol,Manual,Used,6707,173.0,2015
53322,Peugeot,208,Petrol,Automatic,Demonstration,13179,102.0,2020
44197,SEAT,Ibiza,Diesel,Manual,Used,9996,131.0,2019
174835,Opel,Astra,Petrol,Automatic,Used,2916,50.0,2011
69878,Toyota,C-HR,Diesel,Manual,Used,7690,106.0,2017
66215,Opel,Astra,Petrol,Automatic,Used,5527,143.0,2017
59612,Hyundai,Tucson,Diesel,Manual,Used,8194,131.0,2016
72665,Hyundai,i30,Petrol,Manual,Used,8107,50.0,2019
82140,SEAT,Ibiza,Petrol,Manual,Used,9002,96.0,2020
55517,Renault,Captur,Petrol,Manual,Used,6114,100.0,2017
139374,Audi,Q5,Petrol,,Used,7734,104.0,2014
30126,Peugeot,508,Diesel,Automatic,Used,13483,163.0,2021
15283,Renault,Kadjar,Petrol,Automatic,Used,12404,120.0,2021
6569,Toyota,RAV4,Diesel,Automatic,Used,12303,131.0,2018
14444,Audi,A6,Petrol,,Used,23038,105.0,2018
122666,Peugeot,208,Petrol,Semi-automatic,Used,4241,154.0,2012
30135,Opel,Mokka,Petrol,Automatic,Used,6910,175.0,2015
184281,Mercedes-Benz,A-Class,Electric,Manual,Used,9588,93.0,2013
102870,Mercedes-Benz,E-Class,Diesel,Manual,Used,11781,238.0,2016
28951,Skoda,Fabia,Petrol,Automatic,Used,14500,95.0,2020
58342,Audi,A6,Diesel,Automatic,Used,12202,167.0,2013
500,BMW,3 Series,Petrol,Automatic,Used,25238,87.0,2021
149918,Opel,Mokka,Petrol,Manual,Used,3782,141.0,2012
218967,SEAT,Leon,Petrol,Automatic,Used,3020,152.0,2012
500,Audi,A3,Electric,Manual,Used,31447,69.0,2021
180233,Hyundai,i30,Petrol,Manual,Demonstration,3524,100.0,2012
28203,Peugeot,508,Diesel,Automatic,Used,9866,212.0,2019
46933,Skoda,Fabia,Hybrid,Automatic,Demonstration,12448,91.0,2019
162514,Hyundai,Tucson,Hybrid,Manual,Used,4324,126.0,2014
152892,Opel,Mokka,Petrol,Manual,Used,2588,120.0,2011
95846,BMW,3 Series,Diesel,Automatic,Used,9573,121.0,2014
214632,Volkswagen,Tiguan,Diesel,Manual,Used,3437,50.0,2011
61595,Hyundai,i30,Petrol,Manual,Demonstration,9024,149.0,2018
68192,Hyundai,Tucson,Hybrid,Automatic,Used,10645,130.0,2020
500,Renault,Clio,Petrol,Automatic,Used,11827,180.0,2021
94234,BMW,3 Series,Diesel,Manual,Demonstration,14609,123.0,2019
54577,Audi,Q5,Diesel,Automatic,Used,22179,131.0,2019
45218,Volkswagen,Tiguan,Petrol,Automatic,Used,15243,146.0,2020
49607,Volkswagen,Tiguan,Diesel,Manual,Used,12886,69.0,2019
42308,Mercedes-Benz,A-Class,Diesel,Manual,Used,22079,182.0,2018
14941,Skoda,Fabia,Diesel,Manual,New,19178,98.0,2021
104509,Volkswagen,Golf,Diesel,Manual,Used,7407,92.0,2014
138584,Hyundai,i30,Diesel,Automatic,Used,5003,182.0,2015
22893,Opel,Insignia,Petrol,Manual,Used,8733,125.0,2020
67622,Audi,A4,Diesel,Semi-automatic,Used,11760,97.0,2014
61220,Skoda,Fabia,Petrol,Manual,Used,6991,127.0,2014
89565,Peugeot,208,Petrol,Automatic,Used,4584,149.0,2012
141629,Audi,A4,Hybrid,Automatic,Used,11181,118.0,2014
34697,Volkswagen,Golf,Petrol,Automatic,Used,12310,168.0,2017
40503,Volkswagen,Golf,Petrol,Automatic,Used,14833,72.0,2020
154780,Toyota,Yaris,Petrol,Manual,Used,4963,118.0,2012
57735,BMW,X3,Petrol,Manual,Used,17315,148.0,2018
60344,SEAT,Leon,Petrol,Automatic,Used,10957,156.0,2019
35541,Ford,Focus,Petrol,,Used,9929,50.0,2020
500,Peugeot,3008,Petrol,Semi-automatic,Used,15682,107.0,2019
138673,Volkswagen,Golf,Petrol,Manual,Used,3615,51.0,2012
104879,Toyota,Yaris,Diesel,Manual,Used,7149,168.0,2016
72410,Renault,Clio,Diesel,Manual,Used,8471,97.0,2021
89026,Opel,Corsa,Diesel,Automatic,Used,10549,182.0,2020
27290,Mercedes-Benz,GLC,Diesel,Manual,Used,16314,56.0,2017
2760,Hyundai,i20,Petrol,Manual,Used,15234,133.0,2021
5186,Audi,A4,Petrol,Automatic,Used,20716,127.0,2018
218196,Opel,Astra,Diesel,Manual,New,2631,229.0,2011
50450,Ford,Fiesta,Diesel,Automatic,Used,14387,183.0,2021
162271,Mercedes-Benz,A-Class,Diesel,Manual,Used,6432,,2012
110813,Ford,Fiesta,Petrol,Automatic,Used,6585,215.0,2015
183322,BMW,X3,Diesel,Manual,Used,6852,120.0,2013
102396,Volkswagen,Tiguan,Diesel,Automatic,Used,11884,123.0,2018
205532,Audi,Q5,Diesel,Automatic,Used,4458,110.0,2011
75984,BMW,X3,Petrol,Manual,Used,15040,127.0,2018
17777,Ford,Kuga,Diesel,Manual,Used,11992,50.0,2020
71849,Toyota,C-HR,Petrol,Automatic,Used,11669,128.0,2019
148561,BMW,1 Series,Petrol,Automatic,Used,11224,133.0,2014
23328,Volkswagen,Polo,Hybrid,Manual,Used,16300,107.0,2020
107706,BMW,3 Series,Petrol,Automatic,Used,6698,54.0,2014
99666,Skoda,Octavia,Diesel,Manual,Used,7905,105.0,2018
148244,Audi,Q5,Diesel,Manual,New,12256,50.0,2016
138771,Opel,Insignia,Petrol,Manual,New,3947,185.0,2011
155782,Volkswagen,Polo,Diesel,Manual,Used,3602,93.0,2011
147283,Audi,A4,Electric,Manual,Used,7717,50.0,2013
32031,Ford,Fiesta,Petrol,Manual,New,22089,106.0,2021
500,Opel,Mokka,Diesel,Manual,Used,12743,155.0,2021
170923,Skoda,Superb,Diesel,Manual,Used,4595,117.0,2015
29773,Peugeot,508,Electric,Automatic,Used,19125,89.0,2021
183598,Opel,Corsa,Hybrid,Automatic,Used,2482,89.0,2011
76561,Toyota,Corolla,Electric,Manual,Used,17234,102.0,2021
119283,Skoda,Octavia,Diesel,Manual,Used,4093,87.0,2013
161905,Audi,Q5,Petrol,Automatic,Used,6636,63.0,2011
1134,Mercedes-Benz,A-Class,Diesel,Automatic,Used,22378,125.0,2019
98968,Audi,A6,Diesel,Automatic,Used,11754,64.0,2015
67888,SEAT,Leon,Petrol,Manual,Used,7605,151.0,2014
71175,Mercedes-Benz,E-Class,Hybrid,Manual,Used,21202,161.0,2019
134700,Toyota,C-HR,Petrol,Manual,Used,3893,63.0,2014
35303,Opel,Corsa,Petrol,Automatic,Used,9144,96.0,2019
131485,Toyota,RAV4,Diesel,Manual,Used,5298,88.0,2013
191651,Renault,Clio,Diesel,Manual,Used,2634,104.0,2011
80247,Ford,Fiesta,Diesel,Manual,Used,6969,120.0,2014
82146,Mercedes-Benz,GLC,Electric,Automatic,Used,23981,147.0,2017
159483,Renault,Clio,Diesel,Manual,Used,3223,127.0,2013
87620,Audi,A3,Petrol,Automatic,Used,9110,191.0,2012
68973,Mercedes-Benz,GLC,Diesel,Manual,Used,15846,116.0,2019
31408,Hyundai,i30,Petrol,Manual,Used,7395,51.0,2016
100884,Opel,Corsa,Diesel,Manual,Used,4753,50.0,2015
94281,Volkswagen,Passat,Diesel,Semi-automatic,Used,5385,181.0,2013
215094,Opel,Astra,Petrol,Manual,Demonstration,2096,128.0,2011
124501,Opel,Astra,Petrol,Manual,Used,3245,114.0,2011
2243,Toyota,Yaris,Hybrid,Automatic,Used,14996,147.0,2018
169667,Renault,Clio,Diesel,Manual,Used,2736,112.0,2011
120520,Mercedes-Benz,C-Class,Petrol,Manual,Used,8057,126.0,2013
500,BMW,X3,Electric,Manual,Used,35118,98.0,2021
138404,SEAT,Leon,Diesel,Automatic,Used,4476,170.0,2014
500,Volkswagen,Golf,Electric,Manual,New,19762,89.0,2019
83732,Audi,A3,Hybrid,Automatic,Used,13777,82.0,2014
500,BMW,5 Series,Petrol,Automatic,New,33671,54.0,2021
58078,Volkswagen,Tiguan,Petrol,Automatic,Used,13329,118.0,2020
135341,Hyundai,i30,Petrol,Manual,Used,5112,167.0,2016
98597,BMW,3 Series,Petrol,Automatic,Used,15511,106.0,2018
99635,Volkswagen,Golf,Petrol,Automatic,Used,7541,62.0,2015
500,Hyundai,i30,Hybrid,Automatic,Used,18597,143.0,2021
133680,Mercedes-Benz,C-Class,Diesel,Manual,Used,8309,79.0,2014
81470,Peugeot,508,Petrol,Automatic,Used,9466,199.0,2020
118183,Volkswagen,Tiguan,Petrol,Automatic,Used,9051,174.0,2017
76203,BMW,5 Series,Diesel,Automatic,Demonstration,20669,70.0,2018
78367,BMW,1 Series,Petrol,Manual,Used,10980,100.0,2014
11614,Renault,Megane,Petrol,Automatic,Used,10017,95.0,2020
112684,SEAT,Ibiza,Petrol,Automatic,Used,8106,76.0,2019
500,Opel,Mokka,Petrol,Automatic,Used,10535,125.0,2019
4826,Mercedes-Benz,GLC,Diesel,Automatic,Used,19943,165.0,2019
182989,BMW,5 Series,Electric,Automatic,Used,6179,117.0,2012
14909,Skoda,Superb,Petrol,Manual,Used,13417,91.0,2020
500,Mercedes-Benz,C-Class,Petrol,Manual,Used,25306,50.0,2020
188479,SEAT,Ateca,Diesel,Manual,Used,3132,77.0,2013
31137,Renault,Captur,Petrol,Automatic,Used,13194,155.0,2021
76637,Toyota,RAV4,Electric,Manual,Demonstration,10052,50.0,2016
79898,Opel,Insignia,Diesel,Automatic,Used,4375,181.0,2014
206659,Volkswagen,Passat,Diesel,Semi-automatic,Used,3376,81.0,2013
104144,Audi,A6,Petrol,Automatic,Used,10610,133.0,2015
213906,Toyota,C-HR,Petrol,Automatic,Used,3188,102.0,2011
91277,Skoda,Octavia,Electric,Automatic,Used,10058,74.0,2018
41768,SEAT,Leon,Petrol,Manual,Used,7075,132.0,2018
42047,Opel,Corsa,Hybrid,Manual,Used,5895,85.0,2018
125621,BMW,X3,Petrol,Automatic,Used,11977,89.0,2017
171188,Toyota,Yaris,Petrol,Automatic,Used,4118,50.0,2014
500,Peugeot,308,Petrol,Manual,Used,7912,171.0,2018
49242,Hyundai,Kona,Petrol,Manual,Used,11611,114.0,2020
160757,Toyota,Yaris,Diesel,Automatic,Used,4982,170.0,2011
68834,Audi,A6,Diesel,Manual,Used,12404,137.0,2015
24161,Audi,A6,Petrol,Automatic,Demonstration,31778,180.0,2021
500,Mercedes-Benz,E-Class,Petrol,Manual,Used,26857,89.0,2020
500,Hyundai,i20,Petrol,Automatic,Used,10669,68.0,2021
107053,Skoda,Octavia,Petrol,Manual,Used,5828,141.0,2013
72507,Opel,Corsa,Petrol,Automatic,Used,7118,131.0,2016
147498,Hyundai,i20,Diesel,Automatic,Used,4654,100.0,2012
500,SEAT,Ibiza,Petrol,Manual,Used,12836,147.0,2020
145061,Toyota,Yaris,Petrol,Manual,Used,5415,124.0,2016
152265,Hyundai,i20,Diesel,Automatic,Used,4908,151.0,2013
227810,Volkswagen,Tiguan,Petrol,Manual,Used,3018,59.0,2011
39397,Ford,Kuga,Petrol,Automatic,Used,13046,172.0,2019
25792,Renault,Clio,Petrol,Manual,Used,8692,113.0,2019
91545,Peugeot,3008,Petrol,Automatic,Demonstration,10410,178.0,2020
500,BMW,3 Series,Diesel,Manual,Used,24194,159.0,2021
38760,Audi,A4,Petrol,Automatic,Demonstration,24074,159.0,2019
70202,Skoda,Octavia,Petrol,Automatic,Used,10256,123.0,2019
1680,Peugeot,208,Petrol,Manual,Used,14203,145.0,2019
39895,BMW,3 Series,Diesel,Manual,Used,25154,165.0,2021
110417,SEAT,Leon,Electric,Automatic,Used,6160,152.0,2016
89426,Audi,A4,Diesel,Automatic,Used,17145,137.0,2019
61152,Mercedes-Benz,E-Class,Diesel,Semi-automatic,Demonstration,24593,146.0,2020
195499,Skoda,Superb,Petrol,Automatic,Used,3242,97.0,2012
56135,Ford,Kuga,Petrol,Automatic,New,12034,195.0,2018
89807,SEAT,Ateca,Petrol,Automatic,Used,5979,50.0,2014
223849,Audi,A6,Diesel,Automatic,Used,4732,123.0,2012
96566,Peugeot,3008,Petrol,Automatic,Used,4529,103.0,2012
100072,Volkswagen,Polo,Petrol,Manual,Used,4679,77.0,2012
49779,Toyota,Yaris,Electric,Automatic,New,22762,143.0,2020
101875,Volkswagen,Polo,Electric,Automatic,Used,14562,77.0,2019
156634,Renault,Clio,Petrol,Manual,Used,3396,203.0,2012
109976,Ford,Mondeo,Diesel,Manual,New,8692,50.0,2017
500,Ford,Fiesta,Diesel,Automatic,Used,11936,84.0,2018
72516,Volkswagen,Tiguan,Hybrid,Automatic,Used,10127,78.0,2016
9412,Renault,Kadjar,Petrol,Manual,Used,7742,120.0,2017
57314,BMW,5 Series,Petrol,Automatic,New,23761,175.0,2020
35847,SEAT,Arona,Electric,Automatic,Used,12079,149.0,2016
15276,Renault,Megane,Electric,Manual,Used,14341,178.0,2018
92991,Toyota,Yaris,Petrol,Automatic,Used,9399,89.0,2017
142164,Renault,Clio,Electric,Manual,Used,5550,139.0,2015
24436,Audi,A3,Diesel,Automatic,Demonstration,23074,115.0,2020
124956,Renault,Kadjar,Petrol,Manual,Used,4926,119.0,2015
63823,Peugeot,308,Hybrid,Automatic,Used,10994,178.0,2019
67460,Audi,A4,Diesel,Manual,Used,15319,50.0,2017
21685,BMW,5 Series,Diesel,Semi-automatic,Used,22745,202.0,2018
64771,Toyota,Corolla,Petrol,Automatic,Used,14232,121.0,2019
66458,BMW,1 Series,Petrol,Manual,Used,14211,50.0,2019
106291,SEAT,Arona,Diesel,Semi-automatic,Used,5443,80.0,2017
85922,Mercedes-Benz,C-Class,Diesel,Manual,Used,14644,116.0,2017
49103,BMW,X3,Diesel,Automatic,Used,13309,94.0,2016
144162,Peugeot,308,Diesel,Automatic,Used,3439,50.0,2014
59952,BMW,3 Series,Electric,Automatic,Used,25550,131.0,2018
13104,Renault,Kadjar,Petrol,Automatic,Used,9962,97.0,2020
49688,Renault,Clio,Petrol,Semi-automatic,Used,7983,141.0,2018
20841,Volkswagen,Golf,Diesel,Manual,Used,10757,65.0,2019
61110,Mercedes-Benz,C-Class,Diesel,Manual,Used,22232,216.0,2020
55366,Peugeot,308,Diesel,Manual,Used,7139,132.0,2015
130228,Skoda,Superb,Electric,Manual,Used,5803,114.0,2011
108493,BMW,5 Series,Hybrid,Automatic,Used,12941,151.0,2014
101481,Hyundai,i20,Diesel,Manual,Used,7543,50.0,2019
81900,Audi,A3,Hybrid,Automatic,Used,21970,106.0,2019
32571,Volkswagen,Tiguan,Diesel,Manual,Used,11345,190.0,2016
92297,Hyundai,Kona,Diesel,Manual,Used,7771,99.0,2019
212230,Volkswagen,Tiguan,Petrol,Automatic,Used,3515,117.0,2011
18910,Skoda,Superb,Diesel,Manual,Used,12415,91.0,2018
500,Hyundai,Tucson,Electric,Automatic,Used,13457,193.0,2018
87472,Skoda,Kodiaq,Diesel,Automatic,Used,6693,114.0,2016
99285,SEAT,Ateca,Petrol,Automatic,Used,7469,71.0,2018
